priority,document_id,document_title,document_type,business_area,plant,owner_id,status,rule_id,rule_name,issue_description,recommended_action,target_resolution_days,data_quality_score,risk_category
Medium,DOC-10160,Operational Work Instruction - DOC-10160,Work Instruction,Quality,MTY-01,OWN-038,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10163,Regulatory Compliance Document - DOC-10163,Compliance Document,Operations,CHI-01,OWN-024,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10176,Non-Disclosure Agreement - DOC-10176,NDA,Engineering,QRO-01,OWN-022,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10187,Service Contract Agreement - DOC-10187,Contract,Operations,QRO-01,OWN-032,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10197,Operational Work Instruction - DOC-10197,Work Instruction,Compliance,MTY-01,OWN-024,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10203,Operational Work Instruction - DOC-10203,Work Instruction,Finance,QRO-01,OWN-009,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10207,Non-Disclosure Agreement - DOC-10207,NDA,Compliance,CHI-02,OWN-009,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10210,Quality Inspection Record - DOC-10210,Quality Record,Finance,CHI-01,OWN-004,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10243,Service Contract Agreement - DOC-10243,Contract,Quality,CHI-01,OWN-017,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10249,Quality Inspection Record - DOC-10249,Quality Record,Supply Chain,MTY-01,OWN-039,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10270,Operational Work Instruction - DOC-10270,Work Instruction,Compliance,CHI-01,OWN-010,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10271,Regulatory Compliance Document - DOC-10271,Compliance Document,Finance,CHI-02,OWN-040,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10289,Regulatory Compliance Document - DOC-10289,Compliance Document,Finance,QRO-01,OWN-045,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10294,Standard Operating Procedure - DOC-10294,SOP,Finance,ELP-01,OWN-025,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10303,Non-Disclosure Agreement - DOC-10303,NDA,Quality,CHI-02,OWN-025,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10307,Non-Disclosure Agreement - DOC-10307,NDA,Engineering,QRO-01,OWN-038,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10311,Regulatory Compliance Document - DOC-10311,Compliance Document,Finance,QRO-01,OWN-038,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10319,Quality Inspection Record - DOC-10319,Quality Record,Finance,QRO-01,OWN-010,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10320,Regulatory Compliance Document - DOC-10320,Compliance Document,Program Management,QRO-01,OWN-031,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10325,Service Contract Agreement - DOC-10325,Contract,Supply Chain,CHI-02,OWN-001,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10331,Quality Inspection Record - DOC-10331,Quality Record,Engineering,MTY-01,OWN-016,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10335,Quality Inspection Record - DOC-10335,Quality Record,Engineering,QRO-01,OWN-041,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10350,Non-Disclosure Agreement - DOC-10350,NDA,Quality,ELP-01,OWN-040,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10361,Standard Operating Procedure - DOC-10361,SOP,Quality,MTY-01,OWN-031,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10363,Service Contract Agreement - DOC-10363,Contract,Operations,CHI-02,OWN-004,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10368,Regulatory Compliance Document - DOC-10368,Compliance Document,Supply Chain,CHI-01,OWN-009,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10379,Non-Disclosure Agreement - DOC-10379,NDA,Program Management,QRO-01,OWN-021,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10381,Operational Work Instruction - DOC-10381,Work Instruction,Quality,CHI-02,OWN-032,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10386,Non-Disclosure Agreement - DOC-10386,NDA,Engineering,ELP-01,OWN-004,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10405,Operational Work Instruction - DOC-10405,Work Instruction,Supply Chain,ELP-01,OWN-041,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10416,Non-Disclosure Agreement - DOC-10416,NDA,Operations,QRO-01,OWN-034,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10435,Service Contract Agreement - DOC-10435,Contract,Supply Chain,QRO-01,OWN-033,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10447,Quality Inspection Record - DOC-10447,Quality Record,Supply Chain,CHI-02,OWN-008,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10455,Regulatory Compliance Document - DOC-10455,Compliance Document,Program Management,MTY-01,OWN-032,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10460,Non-Disclosure Agreement - DOC-10460,NDA,Program Management,QRO-01,OWN-011,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10467,Non-Disclosure Agreement - DOC-10467,NDA,Quality,QRO-01,OWN-015,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10473,Service Contract Agreement - DOC-10473,Contract,Operations,CHI-02,OWN-046,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10478,Quality Inspection Record - DOC-10478,Quality Record,Supply Chain,CHI-01,OWN-029,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10495,Service Contract Agreement - DOC-10495,Contract,Engineering,QRO-01,OWN-024,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10500,Service Contract Agreement - DOC-10500,Contract,Program Management,MTY-01,OWN-014,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10506,Non-Disclosure Agreement - DOC-10506,NDA,Operations,ELP-01,OWN-048,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10535,Service Contract Agreement - DOC-10535,Contract,Program Management,ELP-01,OWN-029,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10550,Regulatory Compliance Document - DOC-10550,Compliance Document,Program Management,CHI-02,OWN-006,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10571,Standard Operating Procedure - DOC-10571,SOP,Operations,CHI-02,OWN-049,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10583,Standard Operating Procedure - DOC-10583,SOP,Operations,CHI-01,OWN-020,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10590,Non-Disclosure Agreement - DOC-10590,NDA,Engineering,CHI-02,OWN-010,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10599,Quality Inspection Record - DOC-10599,Quality Record,Quality,CHI-01,OWN-008,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10600,Non-Disclosure Agreement - DOC-10600,NDA,Program Management,QRO-01,OWN-049,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10611,Operational Work Instruction - DOC-10611,Work Instruction,Compliance,QRO-01,OWN-046,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10617,Non-Disclosure Agreement - DOC-10617,NDA,Supply Chain,CHI-02,OWN-010,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10620,Non-Disclosure Agreement - DOC-10620,NDA,Finance,CHI-02,OWN-045,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10635,Operational Work Instruction - DOC-10635,Work Instruction,Finance,ELP-01,OWN-020,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
